latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor,isric_fetched
25.43,92.89,549.0,22.4,34.0,227.9,-0.742,-0.6704,34.0,31.5,34.5,1.177,0.3238,False
25.43,92.9,507.0,15.4,34.1,90.0,1.0,0.0,34.1,31.4,34.4,1.175,0.226,False
25.43,92.91,537.0,9.3,34.3,47.9,0.742,0.6704,34.3,31.3,34.4,1.174,0.1377,False
25.43,92.92,519.0,18.7,34.4,47.9,0.742,0.6704,34.4,31.3,34.3,1.173,0.2733,False
25.43,92.93,481.0,20.8,34.5,90.0,1.0,0.0,34.5,31.3,34.3,1.171,0.3033,False
25.43,92.94,424.0,11.2,34.5,132.1,0.742,-0.6704,34.5,31.2,34.2,1.171,0.1659,False
25.43,92.95,377.0,13.2,34.5,0.0,0.0,1.0,34.5,31.2,34.2,1.17,0.1952,False
25.43,92.96,270.0,14.4,34.5,90.0,1.0,0.0,34.5,31.2,34.3,1.171,0.2124,False
25.43,92.97,320.0,7.8,34.5,90.0,1.0,0.0,34.5,31.2,34.3,1.172,0.1158,False
25.43,92.98,292.0,11.8,34.4,0.0,0.0,1.0,34.4,31.2,34.4,1.174,0.1742,False
25.43,92.99,197.0,11.8,34.3,0.0,0.0,1.0,34.3,31.2,34.5,1.176,0.1739,False
25.43,93.0,262.0,8.1,34.2,180.0,0.0,-1.0,34.2,31.1,34.7,1.179,0.1195,False
25.43,93.01,248.0,9.9,34.2,0.0,0.0,1.0,34.2,31.0,34.8,1.182,0.1455,False
25.43,93.02,168.0,12.9,34.1,312.1,-0.742,0.6704,34.1,31.0,34.9,1.185,0.1884,False
25.43,93.03,206.0,10.9,34.0,227.9,-0.742,-0.6704,34.0,30.9,35.1,1.188,0.1592,False
25.43,93.04,161.0,19.2,33.9,270.0,-1.0,-0.0,33.9,30.8,35.2,1.191,0.2761,False
25.43,93.05,164.0,14.6,33.9,270.0,-1.0,-0.0,33.9,30.7,35.4,1.194,0.2111,False
25.43,93.06,254.0,11.2,33.8,180.0,0.0,-1.0,33.8,30.7,35.5,1.197,0.1623,False
25.43,93.07,238.0,10.3,33.7,90.0,1.0,0.0,33.7,30.7,35.7,1.2,0.149,False
25.43,93.08,211.0,10.8,33.6,180.0,0.0,-1.0,33.6,30.6,35.8,1.202,0.1559,False
25.43,93.09,298.0,10.8,33.5,180.0,0.0,-1.0,33.5,30.6,35.9,1.205,0.1555,False
25.43,93.1,305.0,8.2,33.3,312.1,-0.742,0.6704,33.3,30.6,36.0,1.208,0.1181,False
25.43,93.11,293.0,9.7,33.2,270.0,-1.0,-0.0,33.2,30.7,36.1,1.21,0.1392,False
25.43,93.12,248.0,6.3,33.2,0.0,0.0,1.0,33.2,30.7,36.2,1.211,0.0906,False
25.43,93.13,198.0,13.4,33.1,270.0,-1.0,-0.0,33.1,30.7,36.2,1.212,0.1912,False
25.43,93.14,286.0,16.4,33.1,180.0,0.0,-1.0,33.1,30.6,36.2,1.212,0.233,False
25.43,93.15,420.0,20.0,33.2,90.0,1.0,0.0,33.2,30.6,36.2,1.212,0.2822,False
25.43,93.16,374.0,15.4,33.3,90.0,1.0,0.0,33.3,30.6,36.2,1.211,0.2193,False
25.43,93.17,347.0,10.6,33.4,90.0,1.0,0.0,33.4,30.5,36.1,1.21,0.152,False
25.43,93.18,305.0,8.7,33.5,47.9,0.742,0.6704,33.5,30.5,36.0,1.208,0.1252,False
25.43,93.19,305.0,5.8,33.6,90.0,1.0,0.0,33.6,30.4,36.0,1.207,0.0837,False
25.43,93.2,289.0,5.6,33.7,47.9,0.742,0.6704,33.7,30.4,35.9,1.206,0.0809,False
25.43,93.21,296.0,5.7,33.8,312.1,-0.742,0.6704,33.8,30.4,35.9,1.205,0.0824,False
25.43,93.22,290.0,19.5,33.8,227.9,-0.742,-0.6704,33.8,30.4,35.8,1.204,0.2772,False
25.43,93.23,395.0,27.7,33.9,227.9,-0.742,-0.6704,33.9,30.3,35.8,1.203,0.3864,False
25.43,93.24,608.0,26.2,33.9,270.0,-1.0,-0.0,33.9,30.3,35.7,1.202,0.3673,False
25.43,93.25,470.0,22.5,34.0,312.1,-0.742,0.6704,34.0,30.3,35.7,1.201,0.3186,False
25.43,93.26,414.0,16.9,34.0,312.1,-0.742,0.6704,34.0,30.3,35.7,1.201,0.2421,False
25.43,93.27,376.0,16.1,34.0,0.0,0.0,1.0,34.0,30.3,35.6,1.2,0.2311,False
25.43,93.28,244.0,16.1,34.0,0.0,0.0,1.0,34.0,30.4,35.6,1.2,0.2311,False
25.43,93.29,265.0,4.6,34.1,270.0,-1.0,-0.0,34.1,30.4,35.6,1.199,0.0669,False
25.43,93.3,286.0,3.5,34.1,180.0,0.0,-1.0,34.1,30.4,35.5,1.199,0.0509,False
25.44,92.54,811.0,10.0,32.5,227.9,-0.742,-0.6704,32.5,33.0,34.6,1.186,0.1464,False
25.44,92.55,804.0,14.1,32.4,270.0,-1.0,-0.0,32.4,33.0,34.6,1.187,0.2052,False
25.44,92.56,757.0,14.3,32.4,312.1,-0.742,0.6704,32.4,33.0,34.6,1.188,0.2079,False
25.44,92.57,806.0,6.1,32.3,180.0,0.0,-1.0,32.3,33.0,34.7,1.189,0.0894,False
25.44,92.58,775.0,6.7,32.3,227.9,-0.742,-0.6704,32.3,33.0,34.7,1.189,0.0981,False
25.44,92.59,825.0,9.0,32.3,270.0,-1.0,-0.0,32.3,33.0,34.7,1.19,0.1315,False
25.44,92.6,765.0,7.5,32.2,312.1,-0.742,0.6704,32.2,33.0,34.8,1.191,0.1096,False
25.44,92.61,733.0,8.5,32.1,180.0,0.0,-1.0,32.1,33.1,34.8,1.193,0.1239,False
25.44,92.62,801.0,8.5,32.1,180.0,0.0,-1.0,32.1,33.1,34.8,1.194,0.1238,False
25.44,92.63,744.0,7.1,32.0,0.0,0.0,1.0,32.0,33.1,34.9,1.195,0.1034,False
25.44,92.64,765.0,6.0,32.0,180.0,0.0,-1.0,32.0,33.1,34.9,1.196,0.0874,False
25.44,92.65,813.0,8.9,31.9,90.0,1.0,0.0,31.9,33.1,35.0,1.198,0.1291,False
25.44,92.66,766.0,6.0,31.8,90.0,1.0,0.0,31.8,33.1,35.0,1.199,0.0872,False
25.44,92.67,789.0,8.7,31.8,312.1,-0.742,0.6704,31.8,33.1,35.1,1.2,0.1261,False
25.44,92.68,790.0,11.8,31.7,270.0,-1.0,-0.0,31.7,33.1,35.1,1.201,0.1703,False
25.44,92.69,782.0,14.8,31.7,270.0,-1.0,-0.0,31.7,33.1,35.2,1.202,0.2125,False
25.44,92.7,779.0,13.5,31.7,270.0,-1.0,-0.0,31.7,33.1,35.2,1.203,0.1941,False
25.44,92.71,803.0,13.4,31.6,270.0,-1.0,-0.0,31.6,33.1,35.2,1.203,0.1926,False
25.44,92.72,835.0,13.9,31.7,180.0,0.0,-1.0,31.7,33.1,35.2,1.203,0.1997,False
25.44,92.73,948.0,22.2,31.7,312.1,-0.742,0.6704,31.7,33.1,35.2,1.203,0.3141,False
25.44,92.74,791.0,21.5,31.8,312.1,-0.742,0.6704,31.8,33.0,35.2,1.202,0.3049,False
25.44,92.75,681.0,25.4,31.9,270.0,-1.0,-0.0,31.9,33.0,35.1,1.2,0.3574,False
25.44,92.76,533.0,29.7,32.0,312.1,-0.742,0.6704,32.0,32.9,35.1,1.199,0.4132,False
25.44,92.77,568.0,17.4,32.1,312.1,-0.742,0.6704,32.1,32.8,35.0,1.197,0.2498,False
25.44,92.78,442.0,16.5,32.3,312.1,-0.742,0.6704,32.3,32.8,35.0,1.195,0.2377,False
25.44,92.79,557.0,22.5,32.4,180.0,0.0,-1.0,32.4,32.7,34.9,1.193,0.3208,False
25.44,92.8,746.0,27.9,32.6,312.1,-0.742,0.6704,32.6,32.5,34.9,1.191,0.3929,False
25.44,92.81,539.0,34.2,32.8,270.0,-1.0,-0.0,32.8,32.4,34.8,1.189,0.4727,False
25.44,92.82,455.0,32.1,32.9,312.1,-0.742,0.6704,32.9,32.3,34.8,1.188,0.4473,False
25.44,92.83,622.0,20.1,33.1,180.0,0.0,-1.0,33.1,32.2,34.7,1.186,0.2898,False
25.44,92.84,738.0,32.8,33.2,312.1,-0.742,0.6704,33.2,32.1,34.7,1.185,0.4571,False
25.44,92.85,552.0,26.5,33.4,270.0,-1.0,-0.0,33.4,32.0,34.7,1.183,0.3772,False
25.44,92.86,401.0,26.5,33.5,312.1,-0.742,0.6704,33.5,31.8,34.6,1.182,0.3775,False
25.44,92.87,247.0,29.4,33.7,312.1,-0.742,0.6704,33.7,31.7,34.6,1.18,0.416,False
25.44,92.88,268.0,35.8,33.8,180.0,0.0,-1.0,33.8,31.6,34.6,1.179,0.4961,False
25.44,92.89,597.0,35.8,34.0,180.0,0.0,-1.0,34.0,31.5,34.5,1.178,0.4966,False
25.44,92.9,646.0,24.7,34.1,270.0,-1.0,-0.0,34.1,31.4,34.5,1.176,0.3553,False
25.44,92.91,554.0,14.3,34.2,270.0,-1.0,-0.0,34.2,31.4,34.4,1.175,0.2102,False
25.44,92.92,551.0,11.3,34.3,0.0,0.0,1.0,34.3,31.3,34.4,1.173,0.167,False
25.44,92.93,460.0,15.7,34.4,0.0,0.0,1.0,34.4,31.3,34.3,1.172,0.2309,False
25.44,92.94,332.0,15.7,34.5,0.0,0.0,1.0,34.5,31.2,34.3,1.171,0.2311,False
25.44,92.95,329.0,8.8,34.5,180.0,0.0,-1.0,34.5,31.2,34.3,1.171,0.1306,False
25.44,92.96,400.0,14.4,34.5,90.0,1.0,0.0,34.5,31.2,34.3,1.172,0.2122,False
25.44,92.97,313.0,10.8,34.4,0.0,0.0,1.0,34.4,31.2,34.4,1.173,0.1597,False
25.44,92.98,294.0,8.1,34.4,47.9,0.742,0.6704,34.4,31.2,34.4,1.175,0.1199,False
25.44,92.99,286.0,10.0,34.3,90.0,1.0,0.0,34.3,31.2,34.6,1.177,0.1475,False
25.44,93.0,265.0,10.0,34.2,312.1,-0.742,0.6704,34.2,31.1,34.7,1.18,0.1472,False
25.44,93.01,198.0,8.4,34.1,0.0,0.0,1.0,34.1,31.1,34.9,1.184,0.1234,False
25.44,93.02,154.0,7.9,34.0,312.1,-0.742,0.6704,34.0,31.0,35.0,1.187,0.1158,False
25.44,93.03,184.0,4.4,33.9,180.0,0.0,-1.0,33.9,30.9,35.2,1.19,0.0645,False
25.44,93.04,219.0,6.6,33.8,90.0,1.0,0.0,33.8,30.9,35.3,1.194,0.0963,False
25.44,93.05,227.0,7.1,33.7,90.0,1.0,0.0,33.7,30.8,35.5,1.197,0.1033,False
25.44,93.06,220.0,13.6,33.6,180.0,0.0,-1.0,33.6,30.8,35.6,1.2,0.196,False
25.44,93.07,330.0,14.1,33.4,0.0,0.0,1.0,33.4,30.8,35.8,1.204,0.2023,False
25.44,93.08,215.0,14.1,33.2,0.0,0.0,1.0,33.2,30.8,36.0,1.207,0.2018,False
25.44,93.09,299.0,10.4,33.1,180.0,0.0,-1.0,33.1,30.8,36.1,1.211,0.1491,False
25.44,93.1,302.0,11.8,32.9,0.0,0.0,1.0,32.9,30.8,36.3,1.214,0.1684,False
25.44,93.11,207.0,11.8,32.7,0.0,0.0,1.0,32.7,30.9,36.4,1.217,0.168,False
25.44,93.12,201.0,7.7,32.6,312.1,-0.742,0.6704,32.6,30.9,36.5,1.219,0.1099,False
25.44,93.13,252.0,6.7,32.6,270.0,-1.0,-0.0,32.6,30.9,36.5,1.22,0.0956,False
25.44,93.14,256.0,13.6,32.6,227.9,-0.742,-0.6704,32.6,30.9,36.5,1.22,0.1927,False
25.44,93.15,266.0,17.0,32.7,270.0,-1.0,-0.0,32.7,30.9,36.5,1.219,0.2398,False
25.44,93.16,281.0,15.7,32.8,180.0,0.0,-1.0,32.8,30.8,36.4,1.217,0.2224,False
25.44,93.17,409.0,18.8,33.0,270.0,-1.0,-0.0,33.0,30.7,36.3,1.216,0.265,False
25.44,93.18,352.0,12.8,33.1,270.0,-1.0,-0.0,33.1,30.7,36.2,1.214,0.1825,False
25.44,93.19,356.0,13.3,33.3,270.0,-1.0,-0.0,33.3,30.6,36.1,1.212,0.1898,False
25.44,93.2,293.0,7.9,33.4,0.0,0.0,1.0,33.4,30.5,36.0,1.21,0.1136,False
25.44,93.21,280.0,6.5,33.5,0.0,0.0,1.0,33.5,30.5,36.0,1.208,0.0937,False
25.44,93.22,228.0,13.8,33.6,227.9,-0.742,-0.6704,33.6,30.5,35.9,1.207,0.1976,False
25.44,93.23,300.0,24.4,33.7,227.9,-0.742,-0.6704,33.7,30.4,35.8,1.205,0.3428,False
25.44,93.24,360.0,26.2,33.8,270.0,-1.0,-0.0,33.8,30.4,35.8,1.204,0.3667,False
25.44,93.25,451.0,23.0,33.9,270.0,-1.0,-0.0,33.9,30.4,35.7,1.203,0.3248,False
25.44,93.26,269.0,21.7,33.9,0.0,0.0,1.0,33.9,30.4,35.7,1.203,0.3074,False
25.44,93.27,353.0,12.9,33.9,270.0,-1.0,-0.0,33.9,30.4,35.7,1.202,0.1857,False
25.44,93.28,277.0,9.5,34.0,0.0,0.0,1.0,34.0,30.4,35.6,1.201,0.1374,False
25.44,93.29,263.0,3.5,34.0,270.0,-1.0,-0.0,34.0,30.4,35.6,1.201,0.0508,False
25.45,92.55,783.0,47.3,32.4,270.0,-1.0,-0.0,32.4,33.0,34.6,1.188,0.6186,False
25.45,92.56,734.0,44.6,32.3,270.0,-1.0,-0.0,32.3,33.0,34.7,1.189,0.5905,False
25.45,92.57,829.0,49.6,32.3,270.0,-1.0,-0.0,32.3,33.0,34.7,1.19,0.6399,False
25.45,92.58,804.0,48.3,32.2,270.0,-1.0,-0.0,32.2,33.0,34.7,1.191,0.6269,False
25.45,92.59,745.0,45.2,32.2,270.0,-1.0,-0.0,32.2,33.0,34.8,1.192,0.5953,False
25.45,92.6,740.0,44.9,32.1,270.0,-1.0,-0.0,32.1,33.0,34.8,1.193,0.5917,False
25.45,92.61,797.0,48.0,32.1,270.0,-1.0,-0.0,32.1,33.0,34.9,1.194,0.6224,False
25.45,92.62,782.0,47.2,32.0,270.0,-1.0,-0.0,32.0,33.1,34.9,1.196,0.6135,False
25.45,92.63,768.0,46.5,31.9,270.0,-1.0,-0.0,31.9,33.1,35.0,1.197,0.606,False
25.45,92.64,814.0,48.8,31.9,270.0,-1.0,-0.0,31.9,33.1,35.0,1.199,0.6275,False
25.45,92.65,788.0,47.5,31.8,270.0,-1.0,-0.0,31.8,33.1,35.1,1.2,0.6144,False
25.45,92.66,819.0,49.1,31.7,270.0,-1.0,-0.0,31.7,33.1,35.2,1.202,0.6288,False
25.45,92.67,749.0,45.4,31.6,270.0,-1.0,-0.0,31.6,33.2,35.2,1.203,0.5919,False
25.45,92.68,685.0,41.6,31.6,270.0,-1.0,-0.0,31.6,33.2,35.3,1.204,0.5514,False
25.45,92.69,649.0,39.2,31.5,270.0,-1.0,-0.0,31.5,33.2,35.3,1.205,0.5245,False
25.45,92.7,658.0,39.8,31.5,270.0,-1.0,-0.0,31.5,33.2,35.3,1.206,0.5308,False
25.45,92.71,683.0,41.5,31.5,270.0,-1.0,-0.0,31.5,33.2,35.3,1.206,0.5494,False
25.45,92.72,767.0,46.4,31.5,270.0,-1.0,-0.0,31.5,33.2,35.3,1.206,0.6005,False
25.45,92.73,802.0,48.2,31.5,270.0,-1.0,-0.0,31.5,33.1,35.3,1.206,0.6181,False
25.45,92.74,671.0,40.7,31.6,270.0,-1.0,-0.0,31.6,33.1,35.3,1.205,0.5412,False
25.45,92.75,523.0,29.5,31.7,270.0,-1.0,-0.0,31.7,33.0,35.3,1.203,0.4093,False
25.45,92.76,536.0,30.7,31.8,270.0,-1.0,-0.0,31.8,33.0,35.2,1.202,0.4247,False
25.45,92.77,480.0,25.7,32.0,270.0,-1.0,-0.0,32.0,32.9,35.1,1.2,0.3614,False
25.45,92.78,388.0,21.2,32.1,180.0,0.0,-1.0,32.1,32.8,35.1,1.198,0.3019,False
25.45,92.79,565.0,33.0,32.3,270.0,-1.0,-0.0,32.3,32.7,35.0,1.195,0.4558,False
25.45,92.8,543.0,31.2,32.5,270.0,-1.0,-0.0,32.5,32.6,34.9,1.193,0.4342,False
25.45,92.81,385.0,27.9,32.7,312.1,-0.742,0.6704,32.7,32.5,34.9,1.191,0.3929,False
25.45,92.82,460.0,23.8,32.8,270.0,-1.0,-0.0,32.8,32.3,34.8,1.189,0.3394,False
25.45,92.83,491.0,26.7,33.0,270.0,-1.0,-0.0,33.0,32.2,34.8,1.188,0.3782,False
25.45,92.84,426.0,31.7,33.2,270.0,-1.0,-0.0,33.2,32.1,34.8,1.186,0.4431,False
25.45,92.85,300.0,32.8,33.3,312.1,-0.742,0.6704,33.3,32.0,34.7,1.184,0.4575,False
25.45,92.86,327.0,18.3,33.5,312.1,-0.742,0.6704,33.5,31.8,34.7,1.183,0.2654,False
25.45,92.87,468.0,28.4,33.6,0.0,0.0,1.0,33.6,31.7,34.6,1.182,0.4024,False
25.45,92.88,221.0,28.9,33.8,227.9,-0.742,-0.6704,33.8,31.6,34.6,1.18,0.4096,False
25.45,92.89,415.0,23.0,33.9,180.0,0.0,-1.0,33.9,31.5,34.6,1.179,0.3314,False
25.45,92.9,414.0,24.7,34.0,270.0,-1.0,-0.0,34.0,31.4,34.5,1.177,0.355,False
25.45,92.91,425.0,20.4,34.2,270.0,-1.0,-0.0,34.2,31.4,34.5,1.176,0.2964,False
25.45,92.92,497.0,27.3,34.3,270.0,-1.0,-0.0,34.3,31.3,34.4,1.175,0.3903,False
25.45,92.93,455.0,23.4,34.3,270.0,-1.0,-0.0,34.3,31.3,34.4,1.174,0.3383,False
25.45,92.94,392.0,17.1,34.4,270.0,-1.0,-0.0,34.4,31.3,34.3,1.173,0.2507,False
25.45,92.95,368.0,14.6,34.4,270.0,-1.0,-0.0,34.4,31.2,34.3,1.173,0.2149,False
25.45,92.96,364.0,14.1,34.4,270.0,-1.0,-0.0,34.4,31.2,34.4,1.173,0.2077,False
25.45,92.97,289.0,9.3,34.3,0.0,0.0,1.0,34.3,31.2,34.4,1.175,0.1375,False
25.45,92.98,297.0,6.8,34.3,270.0,-1.0,-0.0,34.3,31.2,34.5,1.176,0.1007,False
25.45,92.99,320.0,17.1,34.2,0.0,0.0,1.0,34.2,31.2,34.6,1.179,0.2494,False
25.45,93.0,180.0,17.1,34.1,0.0,0.0,1.0,34.1,31.1,34.8,1.182,0.2488,False
25.45,93.01,145.0,10.3,34.0,90.0,1.0,0.0,34.0,31.1,34.9,1.185,0.1509,False
25.45,93.02,221.0,9.5,33.9,180.0,0.0,-1.0,33.9,31.0,35.1,1.189,0.1388,False
25.45,93.03,214.0,5.0,33.8,132.1,0.742,-0.6704,33.8,31.0,35.3,1.192,0.0731,False
25.45,93.04,200.0,4.2,33.6,90.0,1.0,0.0,33.6,30.9,35.4,1.196,0.0612,False
25.45,93.05,185.0,5.9,33.5,90.0,1.0,0.0,33.5,30.9,35.6,1.2,0.0857,False
25.45,93.06,231.0,8.3,33.3,227.9,-0.742,-0.6704,33.3,30.9,35.8,1.204,0.1199,False
25.45,93.07,225.0,11.8,33.1,270.0,-1.0,-0.0,33.1,30.9,36.0,1.208,0.1693,False
25.45,93.08,228.0,8.5,32.9,312.1,-0.742,0.6704,32.9,30.9,36.1,1.212,0.122,False
25.45,93.09,250.0,5.5,32.7,270.0,-1.0,-0.0,32.7,31.0,36.3,1.217,0.0788,False
25.45,93.1,256.0,5.2,32.5,270.0,-1.0,-0.0,32.5,31.0,36.5,1.221,0.0742,False
25.45,93.11,225.0,6.5,32.3,312.1,-0.742,0.6704,32.3,31.1,36.6,1.224,0.0925,False
25.45,93.12,204.0,4.0,32.1,227.9,-0.742,-0.6704,32.1,31.1,36.8,1.227,0.0569,False
25.45,93.13,193.0,6.7,32.1,270.0,-1.0,-0.0,32.1,31.2,36.8,1.228,0.095,False
25.45,93.14,237.0,5.5,32.1,180.0,0.0,-1.0,32.1,31.1,36.8,1.227,0.0781,False
25.45,93.15,192.0,3.7,32.2,227.9,-0.742,-0.6704,32.2,31.1,36.7,1.226,0.0526,False
25.45,93.16,239.0,14.2,32.4,227.9,-0.742,-0.6704,32.4,31.0,36.6,1.224,0.2004,False
25.45,93.17,370.0,18.8,32.6,270.0,-1.0,-0.0,32.6,30.9,36.5,1.221,0.2639,False
25.45,93.18,413.0,14.2,32.8,312.1,-0.742,0.6704,32.8,30.8,36.4,1.218,0.2014,False
25.45,93.19,385.0,13.3,33.0,270.0,-1.0,-0.0,33.0,30.7,36.3,1.216,0.1892,False
25.45,93.2,307.0,9.9,33.2,312.1,-0.742,0.6704,33.2,30.7,36.2,1.213,0.1417,False
25.45,93.21,284.0,4.9,33.3,270.0,-1.0,-0.0,33.3,30.6,36.1,1.211,0.0705,False
25.45,93.22,292.0,5.3,33.5,227.9,-0.742,-0.6704,33.5,30.6,36.0,1.21,0.0763,False
25.45,93.23,280.0,10.2,33.6,227.9,-0.742,-0.6704,33.6,30.5,35.9,1.208,0.1466,False
25.45,93.24,268.0,17.5,33.7,227.9,-0.742,-0.6704,33.7,30.5,35.8,1.207,0.2491,False
25.45,93.25,216.0,23.0,33.7,270.0,-1.0,-0.0,33.7,30.5,35.8,1.205,0.3243,False
25.45,93.26,438.0,17.5,33.8,312.1,-0.742,0.6704,33.8,30.5,35.7,1.204,0.2498,False
25.45,93.27,568.0,12.9,33.8,270.0,-1.0,-0.0,33.8,30.4,35.7,1.204,0.1854,False
25.45,93.28,413.0,9.7,33.9,312.1,-0.742,0.6704,33.9,30.4,35.7,1.203,0.1401,False
25.45,93.29,411.0,3.5,33.9,312.1,-0.742,0.6704,33.9,30.5,35.6,1.202,0.0508,False
25.46,92.55,818.0,47.3,32.3,270.0,-1.0,-0.0,32.3,33.0,34.7,1.189,0.6181,False
25.46,92.56,757.0,44.6,32.3,270.0,-1.0,-0.0,32.3,33.0,34.7,1.19,0.59,False
25.46,92.57,806.0,49.6,32.3,270.0,-1.0,-0.0,32.3,33.0,34.8,1.191,0.6394,False
25.46,92.58,794.0,48.3,32.2,270.0,-1.0,-0.0,32.2,33.0,34.8,1.192,0.6264,False
25.46,92.59,741.0,45.2,32.1,270.0,-1.0,-0.0,32.1,33.0,34.8,1.193,0.5948,False
25.46,92.6,734.0,44.9,32.1,270.0,-1.0,-0.0,32.1,33.0,34.9,1.194,0.5912,False
25.46,92.61,748.0,48.0,32.0,270.0,-1.0,-0.0,32.0,33.0,34.9,1.196,0.6214,False
25.46,92.62,742.0,47.2,31.9,270.0,-1.0,-0.0,31.9,33.1,35.0,1.197,0.613,False
25.46,92.63,753.0,46.5,31.9,270.0,-1.0,-0.0,31.9,33.1,35.1,1.199,0.605,False
25.46,92.64,772.0,48.8,31.8,270.0,-1.0,-0.0,31.8,33.1,35.1,1.2,0.627,False
25.46,92.65,771.0,47.5,31.7,270.0,-1.0,-0.0,31.7,33.1,35.2,1.202,0.6134,False
25.46,92.66,696.0,49.1,31.6,270.0,-1.0,-0.0,31.6,33.2,35.2,1.204,0.6278,False
25.46,92.67,636.0,45.4,31.5,270.0,-1.0,-0.0,31.5,33.2,35.3,1.205,0.5909,False
25.46,92.68,633.0,41.6,31.4,270.0,-1.0,-0.0,31.4,33.2,35.4,1.207,0.5501,False
25.46,92.69,650.0,39.2,31.4,270.0,-1.0,-0.0,31.4,33.2,35.4,1.208,0.5232,False
25.46,92.7,632.0,39.8,31.3,270.0,-1.0,-0.0,31.3,33.2,35.4,1.209,0.5295,False
25.46,92.71,663.0,41.5,31.3,270.0,-1.0,-0.0,31.3,33.2,35.5,1.21,0.5476,False
25.46,92.72,643.0,46.4,31.3,270.0,-1.0,-0.0,31.3,33.2,35.5,1.21,0.5985,False
25.46,92.73,757.0,48.2,31.3,270.0,-1.0,-0.0,31.3,33.2,35.5,1.209,0.6166,False
25.46,92.74,663.0,40.7,31.4,270.0,-1.0,-0.0,31.4,33.2,35.4,1.208,0.5398,False
25.46,92.75,530.0,32.5,31.5,312.1,-0.742,0.6704,31.5,33.1,35.4,1.207,0.4452,False
25.46,92.76,439.0,30.7,31.7,270.0,-1.0,-0.0,31.7,33.0,35.3,1.205,0.4237,False
25.46,92.77,410.0,25.7,31.8,270.0,-1.0,-0.0,31.8,32.9,35.2,1.202,0.3608,False
25.46,92.78,358.0,25.7,32.0,227.9,-0.742,-0.6704,32.0,32.8,35.2,1.2,0.3614,False
25.46,92.79,346.0,33.0,32.2,270.0,-1.0,-0.0,32.2,32.7,35.1,1.198,0.4546,False
25.46,92.8,421.0,31.2,32.4,270.0,-1.0,-0.0,32.4,32.6,35.0,1.195,0.4335,False
25.46,92.81,397.0,24.2,32.6,312.1,-0.742,0.6704,32.6,32.5,35.0,1.193,0.3436,False
25.46,92.82,353.0,23.8,32.7,270.0,-1.0,-0.0,32.7,32.4,34.9,1.191,0.3388,False
25.46,92.83,361.0,26.7,32.9,270.0,-1.0,-0.0,32.9,32.2,34.9,1.189,0.3779,False
25.46,92.84,389.0,20.5,33.1,270.0,-1.0,-0.0,33.1,32.1,34.8,1.187,0.295,False
25.46,92.85,598.0,15.5,33.3,312.1,-0.742,0.6704,33.3,32.0,34.8,1.186,0.2253,False
25.46,92.86,545.0,18.8,33.4,227.9,-0.742,-0.6704,33.4,31.9,34.7,1.184,0.2722,False
25.46,92.87,593.0,24.6,33.6,270.0,-1.0,-0.0,33.6,31.8,34.7,1.183,0.3519,False
25.46,92.88,348.0,18.8,33.7,312.1,-0.742,0.6704,33.7,31.6,34.7,1.181,0.2729,False
25.46,92.89,331.0,19.4,33.8,270.0,-1.0,-0.0,33.8,31.6,34.6,1.18,0.2815,False
25.46,92.9,325.0,19.3,34.0,270.0,-1.0,-0.0,34.0,31.5,34.6,1.179,0.2803,False
25.46,92.91,224.0,20.9,34.1,227.9,-0.742,-0.6704,34.1,31.4,34.5,1.177,0.3031,False
25.46,92.92,234.0,27.3,34.2,270.0,-1.0,-0.0,34.2,31.3,34.5,1.176,0.39,False
25.46,92.93,233.0,23.4,34.2,270.0,-1.0,-0.0,34.2,31.3,34.4,1.175,0.338,False
25.46,92.94,257.0,17.8,34.3,312.1,-0.742,0.6704,34.3,31.3,34.4,1.175,0.2602,False
25.46,92.95,191.0,14.6,34.3,270.0,-1.0,-0.0,34.3,31.3,34.4,1.175,0.2145,False
25.46,92.96,198.0,14.1,34.3,270.0,-1.0,-0.0,34.3,31.2,34.5,1.175,0.2073,False
25.46,92.97,224.0,10.6,34.3,312.1,-0.742,0.6704,34.3,31.2,34.5,1.177,0.1563,False
25.46,92.98,245.0,7.0,34.2,227.9,-0.742,-0.6704,34.2,31.2,34.6,1.179,0.1034,False
25.46,92.99,237.0,9.3,34.1,270.0,-1.0,-0.0,34.1,31.2,34.7,1.181,0.1368,False
25.46,93.0,197.0,7.7,34.0,47.9,0.742,0.6704,34.0,31.1,34.9,1.184,0.1132,False
25.46,93.01,219.0,10.3,33.9,90.0,1.0,0.0,33.9,31.1,35.0,1.187,0.1506,False
25.46,93.02,204.0,7.7,33.8,132.1,0.742,-0.6704,33.8,31.0,35.2,1.191,0.1125,False
25.46,93.03,215.0,3.5,33.6,47.9,0.742,0.6704,33.6,31.0,35.3,1.195,0.0511,False
25.46,93.04,243.0,4.4,33.5,47.9,0.742,0.6704,33.5,31.0,35.5,1.199,0.064,False
25.46,93.05,256.0,5.9,33.3,90.0,1.0,0.0,33.3,31.0,35.7,1.203,0.0854,False
25.46,93.06,251.0,4.4,33.1,132.1,0.742,-0.6704,33.1,31.0,35.9,1.208,0.0635,False
25.46,93.07,221.0,3.5,32.9,90.0,1.0,0.0,32.9,31.0,36.1,1.212,0.0504,False
