source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,id,event_date_formatted,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+kills+7+Nepali-speaking+people+in+Sikkim&NewsID=335265,4393,06/07/2012 12:00:00 AM,,"Nathang Maong, Sikkim","As many as seven Nepali-speaking people have been killed in the landslide induced by downpour at Nathang Maong region in Sikkim on Thursday night. The deceased have been identified as Tika Rai, Dil Man Rai, Madi Maya Rai, Mahendra Rai, Neha Rai, Chandra Kumar Rai, and Mohan Rai, Indian media reported. ","Nathang Maong, Sikkim",25km,landslide,downpour,large,unknown,7.0,,,,,glc,4393.0,India,IN,,1464.0,Mangan,29.42771,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.632,27.7565,4393,2012-06-07,1554.9,47.05,80.0,31.8,31.0,37.2,1.25
Telegraph India,http://www.telegraphindia.com/1120608/jsp/siliguri/story_15584321.jsp#.UN_I7eSx_K0com,4394,06/07/2012 04:30:00 AM,,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)","Seven persons, three of them children, were killed when landslides struck a village in East Sikkim after a spate of rain lashed the area last night. Four members of a family were also among those wiped out in the early morning strikes.","Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",25km,landslide,rain,large,unknown,7.0,,,,,glc,4394.0,India,IN,Sikkim,4026.0,Rangpo,11.12431,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6458,27.1748,4394,2012-06-07,1774.4,41.92,84.9,32.9,28.5,38.6,1.25
thehindu,http://www.thehindu.com/news/national/article3537166.ece,4403,06/10/2012 12:00:00 AM,,"Imphal-Jiribam section of NH-37 , Manipur","Normal vehicular movement along Imphal-Jiribam section of NH-37 (former NH-53) has been disturbed Friday due to landslides at various places along the stretch of the highway in Tamenglong district.  Heavy rains in Tamenglong district of the state in the last few days has caused landslides last night, authorities said, adding that BRTF have pressed their workers to open the highway at the earliest.","Imphal-Jiribam section of NH-37 , Manipur",50km,landslide,downpour,very_large,unknown,,,,,,glc,4403.0,India,IN,Manipur,223523.0,Imphal,40.42735,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.5444,24.8142,4403,2012-06-10,2065.7,37.06,179.1,38.7,16.5,44.7,1.25
zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,4407,06/13/2012 12:00:00 AM,,"NH44, Malidhor area,  Baleswar","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded. ","NH44, Malidhor area,  Baleswar",50km,landslide,downpour,medium,unknown,,,,,,glc,4407.0,India,IN,Assam,55290.0,Karīmganj,25.02475,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3567,25.0951,4407,2012-06-13,846.5,41.89,39.2,34.7,29.4,35.9,1.25
zeenews.india,http://zeenews.india.com/news/assam/road-between-silchar-guwahati-disrupted_781633.html,4408,06/13/2012 12:00:00 AM,,"NH44, Kuliang","Road communication between Guwahati and Silchar has been disrupted following landslides due to heavy rainfall at five places, official sources said here on Wednesday.  Landslides occurred at five places between Malidhor and Kuliang area at Baleswar near Meghalaya on NH 44 since last evening due to which vehicles, including night buses, were stranded. ","NH44, Kuliang",unknown,landslide,downpour,medium,unknown,,,,,,glc,4408.0,India,IN,Meghālaya,132842.0,Shillong,19.46712,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.0757,25.5498,4408,2012-06-13,1048.2,37.84,9.8,36.2,26.1,37.7,1.25
isikkim.com,http://isikkim.com/2012-06-sikkim-landslide-at-tathangchen-poses-threat-to-residents-15-5/,4411,06/14/2012 04:00:00 AM,,"Tathangchen, Gangtok, Sikkim ","The continuous rainfall triggered a landslide on Thursday  morning at 4 am near Kamala Gas agency at Tathangchen, Gangtok.  Though no casualties were reported but the landslide has posed threat to some of the residence. Immediately after the occurrence the ward councilor, Mayor KN Topgay, Deputy Mayor Shakti Singh Chowdhury reached the spot.","Tathangchen, Gangtok, Sikkim ",5km,landslide,downpour,medium,unknown,,,,,,glc,4411.0,India,IN,Sikkim,30700.0,Gangtok,1.57239,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6065,27.339,4411,2012-06-14,2250.1,48.75,275.6,35.3,23.2,41.6,1.25
twocircles.net,http://twocircles.net/2012jun22/landslide_kills_three_assam.html,4424,06/20/2012 12:00:00 AM,,"Lalunggaon, Guwahati,  Assam","A man and his two minor sons were killed after their house here collapsed following a landslide Friday, police said. The accident took place in Lalunggaon area.Police said that incessant rains in the area since Thursday evening led to the landslide. ","Lalunggaon, Guwahati,  Assam",1km,landslide,downpour,medium,unknown,,,,,,glc,4424.0,India,IN,Assam,899094.0,Guwahati,4.06526,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7351,26.149,4424,2012-06-20,505.0,30.04,36.2,30.0,34.9,35.1,1.25
thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,4426,06/22/2012 12:00:00 AM,,Lalunggaon near Gorchuk area,"On June 22, three people including two children of a family were killed in a landslide incident at Lalunggaon near Gorchuk area in the city.Thousands of families live at the bottom of 18 hills in the city. These families have allegedly encroached on the land of the hilly area.",Lalunggaon near Gorchuk area,5km,landslide,downpour,medium,unknown,3.0,,,,,glc,4426.0,India,IN,Assam,899094.0,Guwahati,7.45913,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7162,26.1226,4426,2012-06-22,842.0,27.57,337.7,33.0,28.2,38.8,1.25
thesop.org,http://thesop.org/story/20120701/woman-killed-in-guwahati-by-landslide.html,4434,06/25/2012 06:00:00 PM,,"Sonaighuli area near Kahilipara, Guwahati City, Assam","A woman was killed and a man injured in landslide in Guwahati city on Monday evening, June 25, police said. The incident took place at Sonaighuli area near Kahilipara in the city on Monday evening, when a woman was hit by a rock during landslide after heavy rain in previous 48 hours. The deceased was identified as Pinky Mondal. n the same incident, a person named Anup Mondal was also injured, and he was admitted to the Guwahati Medical College hospital for treatment.","Sonaighuli area near Kahilipara, Guwahati City, Assam",1km,landslide,downpour,large,unknown,1.0,,,,,glc,4434.0,India,IN,Assam,2000.0,Dispur,7.2318,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7369,26.1049,4434,2012-06-25,1113.5,40.56,168.5,35.5,22.7,41.8,1.25
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,4435,06/25/2012 12:00:00 AM,,"Tirap , Arunachal Pradesh",Landslides triggered by torrential rain have snapped road communication in Tirap district of Arunachal Pradesh for the past several days.,"Tirap , Arunachal Pradesh",10km,landslide,downpour,large,unknown,,,,,,glc,4435.0,India,IN,Arunāchal Pradesh,24428.0,Margherita,18.01926,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.8011,27.174,4435,2012-06-25,2614.5,34.86,322.3,36.6,18.9,44.5,1.25
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-04/guwahati/32536229_1_massive-landslides-landslide-hit-road-blockade,4436,06/25/2012 12:00:00 AM,,"Khonsa, Arunachal Pradesh","Road communication between Khonsa, the district headquarters, and Lazu, an administrative post situated on the Myanmar border, about 40km from Khonsa, has remained cut off for the past three days following massive landslides triggered by rain at Pongkong village along the Khonsa-Lazu road.","Khonsa, Arunachal Pradesh",50km,landslide,downpour,medium,unknown,,,,,,glc,4436.0,India,IN,Arunāchal Pradesh,10187.0,Khonsa,6.97928,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.4993,26.9986,4436,2012-06-25,1824.0,42.97,90.5,32.6,27.2,40.1,1.25
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-07-07/guwahati/32577108_1_arunachal-district-landslides-arunachal-pradesh,4446,07/05/2012 12:00:00 AM,,"Tuting, Upper Siang , Arunachal Pradesh",Tuting in Upper Siang district of Arunachal Pradesh is cut off from the rest of the country following massive landslides triggered by torrential rain over the past couple of days.,"Tuting, Upper Siang , Arunachal Pradesh",5km,landslide,downpour,large,unknown,,,,,,test,4446.0,India,IN,Arunachal Pradesh,0.0,Damnyain,52.64616,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.8885,28.9986,4446,2012-07-05,958.0,50.17,109.2,28.3,36.4,35.3,1.25
Telegraph India,http://www.telegraphindia.com/1120915/jsp/siliguri/story_15979380.jsp#.UQ8y7h2x-3I,4552,09/14/2012 12:00:00 AM,,"Takdah, West Bengal","Landslides triggered by heavy overnight rain in the hills caused extensive damage in six tea gardens but planters said the digging being done under the 100-day rural job scheme was making the soil come loose.While work had to be stopped for the day in Takdah and Lopchu gardens because of the slides, Bannockburn, Phoobshering, Ging and Pussimbing reported loss of many tea bushes.“Takdah received around 18 inches of rainfall in the last 24 hours. Around 160 labourer quarters have suffered damage. A 40ft road in Takdah has been washed away in four places and five culverts have been damaged in landslides. There is no approach road to the garden factory now,” said Sandeep Mukherjee, the principal advisor to the Darjeeling Tea Association.","Takdah, West Bengal",5km,landslide,downpour,medium,unknown,,,,,,glc,4552.0,India,IN,Sikkim,3596.0,Jorethang,8.50592,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3603,27.0377,4552,2012-09-14,1742.8,49.51,156.2,32.7,28.9,38.4,1.25
business-standard,http://www.business-standard.com/generalnews/news/landslides-block-several-roads-in-south-sikkim-district/57119/,4556,09/16/2012 12:00:00 AM,,"Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk","Landslides caused by heavy rainfall has blocked several roads in the South district of Sikkim, official sources said today. The road from Namchi to Phongla, Namchi to Melli and Namchi to Sumbuk were blocked due to landslides, as were the roads from Phongla to Bermiok and Phongla to Mamring.he road from Melli to Phongla and Melli to Sadam is also blocked while last night's downpour also affected road connectivity from Yangang to Ravangla, Yangang to Singtam and Yangang to Lingmoo.","Namchi to Phongla, Namchi to Melli ,Namchi to Sumbuk",5km,landslide,downpour,medium,unknown,,,,,,glc,4556.0,India,IN,Sikkim,1147.0,Namchi,0.52839,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.3651,27.1675,4556,2012-09-16,1364.5,46.51,3.7,30.8,33.1,36.0,1.25
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4569,09/19/2012 12:00:00 AM,,"North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)","At least twenty one bodies, including those of the Indo-Tibetan Border Police (ITBP) and the Border Roads Organisation (BRO) personnel, have so far been found while eight persons are still missing due to flash flood and landslides in remote areas of North Sikkim, official sources said  The dead include four from the ITBP, two of their family members, and 12 junior officers from the BRO. Other victims were casual labourers, officials said.Most of the casualties are reported from Rangma range.Landslides were caused by heavy rains since September 19, Deputy Commissioner North district T W Khangsherpa said.There were about nine landslides blocking the main road between Chungthang and Mangan in the district, he said.","North Skkimm Hwy between, Chungthang and Mangan, North Skimm (9 landslides)",10km,landslide,downpour,large,unknown,20.0,,,,,glc,4569.0,India,IN,,1464.0,Mangan,36.59477,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.556,27.8385,4569,2012-09-19,2374.2,46.53,278.4,35.9,21.8,42.3,1.25
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2012-09-19/guwahati/33951873_1_landslides-road-communication-water-tank,4570,09/19/2012 12:00:00 AM,, Arunachal Pradesh ,"Landslides blocked the main road culvert (PWD) near the beat office causing soil erosion from lower portion of the compound. Beat officer Bapak Koyu said if such rain continues, government quarters and office buildings may get washed away. He added that the staff, along with office files and documents, have been shifted to a safe place for the time being. Stating that the matter has been intimated to the higher authorities, Koyu urged for hiring one JCB immediately to divert the nullah passing through the forest compound.", Arunachal Pradesh ,1km,landslide,downpour,medium,unknown,,,,,,glc,4570.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,26.39832,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.2253,27.8458,4570,2012-09-19,1390.9,43.41,333.8,30.5,31.8,37.7,1.25
Hindustan Times,http://www.hindustantimes.com/india/flash-floods-and-landslides-kill-21-in-sikkim/story-4FYliiSqiH1MnwaoLBIUnO.html,4571,09/19/2012 12:00:00 AM,," Chungthang and Pegong. Houses, between Rangma and Chungthang ","At least twenty one bodies, including those of the Indo-Tibetan Border Police (ITBP) and the Border Roads Organisation (BRO) personnel, have so far been found while eight persons are still missing due to flash flood and landslides in remote areas of North Sikkim, official sources said  The dead include four from the ITBP, two of their family members, and 12 junior officers from the BRO. Other victims were casual labourers, officials said.Most of the casualties are reported from Rangma range.Landslides were caused by heavy rains since September 19, Deputy Commissioner North district T W Khangsherpa said.There were about nine landslides blocking the main road between Chungthang and Mangan in the district, he said. Several landslides blocked the main roads between Chungthang and Pegong. Houses along Lachen river between Rangma and Chungthang were washed away in flash floods along Lachen river."," Chungthang and Pegong. Houses, between Rangma and Chungthang ",10km,landslide,downpour,large,unknown,,,,,,glc,4571.0,India,IN,,1464.0,Mangan,18.14812,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.605,27.6558,4571,2012-09-19,1218.2,50.93,36.4,30.1,34.8,35.1,1.25
assamtribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct1312/oth06,4610,11/11/2012 12:00:00 AM,,"Dapchhuah, Mamit, Mizoram","Four people were killed and several places remained inaccessible due to road blockade caused by landslides since yesterday as heavy rains lashed Mizoram since Wednesday night, police said. The driver and operator of an excavator and the driver of a private vehicle were killed following a massive landslide near Dapchhuah village on Mizoram-Tripura border Mamit district last evening.While the body of Nasim Uddin, working under Muzir Uddin, operator of the excavator, was found, the search for the bodies of Muzir Uddin and Lalnunsiama, the driver of the vehicle, was on.","Dapchhuah, Mamit, Mizoram",5km,landslide,downpour,medium,unknown,4.0,,,,,glc,4610.0,India,IN,Mizoram,5760.0,Sairang,14.01872,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.5217,23.7705,4610,2012-11-11,2079.1,38.53,287.4,38.8,16.3,44.8,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-02-20/guwahati/37199432_1_fire-mishap-east-siang-massive-landslide,4757,02/18/2013 12:00:00 AM,,"East Siang, Arunachal Pradesh","At least three persons died on the spot while two were seriously injured in a massive landslide that occurred in East Siang district.The accident occurred at 20 mile, which is 38 km from Pasighat town in East Siang district on Monday, sources said here on Tuesday.","East Siang, Arunachal Pradesh",5km,landslide,rain,medium,unknown,3.0,2.0,,,,glc,4757.0,India,IN,Arunāchal Pradesh,25581.0,Pāsighāt,16.99553,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,95.1645,28.1193,4757,2013-02-18,2016.5,46.32,94.3,33.6,25.2,41.2,1.25
www.ndtv.com,http://www.ndtv.com/article/cities/landslide-triggered-by-heavy-rains-in-arunachal-pradesh-351219,4798,04/07/2013 12:00:00 AM,,"Dibang Valley, Arunachal Pradesh","A monsoon-like situation, with heavy showers triggering landslides, has been prevailing in Dibang Valley district in Arunachal Pradesh, which is prone to natural calamities like flood. Due to intermittent downpour in the district for the last several days, Anini-Roing road -- the thoroughfare linking the district -- has suffered massive blockade at numerous points bringing surface communication along the route to a grinding halt.The affected areas are Erone, Endulin, Ranli, Hunli and Deopani, official sources said on Sunday.Deputy Commissioner (DC) Tamune Miso, who, along with a team of officials, was on an inspection of various ongoing projects at Etalin, Anelih and Arzoo circles, was stranded at Etalin on Saturday due to snapping of road from both ends following the landslides, the sources said.The DC met the Border Roads Organisation (BRO) officials at wayside camp offices and sought cooperation from the road construction agency for clearing the road blockades.","Dibang Valley, Arunachal Pradesh",unknown,landslide,rain,medium,unknown,,,,,,test,4798.0,India,IN,Arunachal Pradesh,0.0,Motuo,98.33608,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.1509,28.8254,4798,2013-04-07,2430.0,49.79,174.6,35.7,20.8,43.5,1.25
www.thehindu.com,http://www.thehindu.com/news/national/other-states/landslides-after-heavy-premonsoon-rain-in-mizoram/article4695784.ece,4845,05/07/2013 12:00:00 AM,,"Kolasib, Saiha, Mizoram,","A large number of villages in Mizoram have become inaccessible after landslides, triggered by heavy and incessant pre-monsoon rains that have been lashing the state since Saturday, have blocked the roads, official sources said on Wednesday. The landslides blocked the Champai road in Saiha district which connects the capital town with the Mizoram-Myanmar border.","Kolasib, Saiha, Mizoram,",50km,mudslide,rain,medium,unknown,,,,,,glc,4845.0,India,IN,Mizoram,25000.0,Kolasib,0.90447,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.6755,24.2315,4845,2013-05-07,1382.0,43.23,160.1,33.5,27.0,39.5,1.25
www.upi.com,http://www.upi.com/Top_News/World-News/2013/05/09/Cyclonic-storms-kill-seven-in-India/UPI-39151368107292/,4848,05/08/2013 12:00:00 AM,,"Purba Simna, Tripura",A large landslide in western Tripura killed at least two people Wednesday night.,"Purba Simna, Tripura",5km,landslide,rain,medium,unknown,1.0,,,,,glc,4848.0,India,IN,Tripura,20046.0,Khowai,13.61141,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.4663,24.0896,4848,2013-05-08,996.9,35.24,199.9,34.4,25.1,40.5,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203177_1_young-mizo-association-aizawl-rescue-work,4857,05/11/2013 09:00:00 AM,,"Laipuitland , Aizawl, Mizoram",Landslides triggered by a cyclonic storm and heavy pre-monsoon rain claimed at least 10 lives and swept away nine houses in the northern part of Aizawl on Saturday morning. Seven more people are missing.,"Laipuitland , Aizawl, Mizoram",25km,landslide,rain,large,unknown,15.0,,,,,glc,4857.0,India,IN,Mizoram,265331.0,Aizawl,0.10199,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.7175,23.7281,4857,2013-05-11,1476.4,31.29,18.7,34.2,25.6,40.2,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,4858,05/11/2013 09:00:00 AM,,"Nursery, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Nursery, North Guwahati, Guwahati, Assam,",50km,landslide,rain,medium,unknown,,,,,,glc,4858.0,India,IN,Assam,17516.0,North Guwāhāti,3.52578,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7138,26.1662,4858,2013-05-11,1135.7,41.69,169.4,35.7,22.3,42.1,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,4859,05/11/2013 12:00:00 AM,,"Sarania Hills, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Sarania Hills, North Guwahati, Guwahati, Assam,",5km,landslide,rain,medium,unknown,,1.0,,,,glc,4859.0,India,IN,Assam,899094.0,Guwahati,1.62505,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7599,26.1771,4859,2013-05-11,981.7,26.33,343.3,34.3,25.4,40.4,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-05-12/guwahati/39203561_1_artificial-floods-guwahati-municipal-corporation-gs-road,4860,05/11/2013 12:00:00 AM,,"Boragaon, North Guwahati, Guwahati, Assam,","Landslides occurred in the Nursery area and Maligaon in Nilachal Hills, Sarania Hills and Boragaon on Saturday, alarming hill residents, whose number has crossed two lakh in Guwahati, said sources. Junu Chakraborty (50) was injured in the Nursery area after a wall of her house collapsed on Saturday morning. However, she is out of danger. There are no reports of injury from other parts of the city. A family miraculously escaped unhurt when earth fell on their house in the Sarania Hills.","Boragaon, North Guwahati, Guwahati, Assam,",5km,landslide,rain,medium,unknown,,,,,,test,4860.0,India,IN,Assam,899094.0,Guwahati,10.70607,09/16/2014 07:21:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.6906,26.1016,4860,2013-05-11,1066.4,27.6,310.7,35.0,23.7,41.3,1.25
www.e-pao.net,http://www.e-pao.net/GP.asp?src=23..130513.may13,4861,05/12/2013 12:00:00 AM,,"Khongsang, Tamenglong, Manipur,","With unprecedented heavy pre-monsoon rains making the condition of Tamenglong- Khongsang road to turn from bad to worse, one goods laden truck (Registration no.MN01-7681) has been washed away in the mudslides occurring at various points of the road which has not known maintenance for the last many years.The incident occurred at Sangrungpang village yesterday while the goods laden truck was heading towards Tamenglong District HQs. ","Khongsang, Tamenglong, Manipur,",25km,mudslide,rain,medium,unknown,,,,,,glc,4861.0,India,IN,Assam,7176.0,Mahur,43.86029,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4946,24.9926,4861,2013-05-12,1057.2,28.62,58.3,35.0,23.9,41.2,1.25
articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-07-28/guwahati/40848148_1_daporijo-upper-subansiri-landslides,4892,06/01/2013 12:00:00 AM,,Upper Subansiri,"The Daporijo district headquarters is cut off from other circle headquarters of UpperSubansiri for the last two months due to landslides. Massive landslides triggered by heavy rainfall have blocked roads at numerous points, cutting off more than 60 villages under Gusar and Giba circles. There is acute shortage of essential items in the two circles, a source said here on Saturday. A samiti member of Tator Tani-V under Gusar Anchal block said about 3,000 people of the entire Tator Bango area have been affected by the choking of the lone PWD road. The authorities could not clear the road due to shortage of men and machinery, he said.",Upper Subansiri,50km,landslide,downpour,large,unknown,,,,,,glc,4892.0,India,IN,Arunāchal Pradesh,4157.0,Bāsār,45.49031,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.25,27.8776,4892,2013-06-01,1424.5,51.97,262.5,30.6,31.5,37.9,1.25
www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4905,06/07/2013 12:00:00 AM,,"Kuthur – Huker Road Via Y Anner, Chessore, Nagaland","Chessore  Area  Village  Councils  and VDBs comprising  of five villages _ Chessore, Huker, Aiponger, Y. Anner and  Kuthur villages _ after thoroughly deliberating on the issue of road blockade caused by heavy landslide from Kuthur to Huker road via Y/ Anner and  Chessore village, have resolved to clear the blockade road. S. Neoji and R. Ramji said a joint meeting of Chessore area village councils and VDBs held meeting August 31 at Chessore village wherein it was resolved to deploy bulldozer to clear landslide along the road. They also stated that expenditure would be contributed from each VDB of five villages under MGNRES scheme under 2013- 14, as the road was the lifeline of the people of the area.","Kuthur – Huker Road Via Y Anner, Chessore, Nagaland",25km,landslide,unknown,medium,unknown,,,,,,glc,4905.0,India,IN,Nāgāland,33748.0,Tuensang,22.32574,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7031,26.0977,4905,2013-06-07,1147.5,39.2,313.9,35.8,22.1,42.2,1.25
www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NjAwNw%3D%3D-%2FtfIAOw1uMk%3D,4906,06/07/2013 12:00:00 AM,,"Helipong-Chessore Road, Nagaland","Chessore Area GBÕs Union (CAGBU) has expressed gratitude to parliamentary secretary CAWD R. Tohanba for deploying his own excavator and men for clearing up the landslide along Helipong-Chessore road. The road was blockade due to heavy landslide since early June 2013. Following the clearance of landslide, vehicles can now pass through this road. In a press release, CAGBU general secretary R. Ramji and vice president S. Neoji also appealed to the department  of PWD (R& B) to look after the road condition of Helipong- Chessore for the welfare of the general public","Helipong-Chessore Road, Nagaland",10km,landslide,unknown,medium,unknown,,,,,,glc,4906.0,India,IN,Nāgāland,33748.0,Tuensang,20.17679,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7499,26.0977,4906,2013-06-07,886.6,26.42,159.5,33.4,27.3,39.3,1.25
www.business-standard.com,http://www.business-standard.com/article/news-ani/tourists-stranded-due-to-landslide-in-gangtok-113060900319_1.html,4908,06/08/2013 05:00:00 PM,,"15 Km From Gangtok, Himalayans","Hundreds of tourists were stranded near Gangtok, following a landslide. ""We faced many problems there was nothing to protect us (from cold). The person, who slept in the vehicle in night, might fall sick. Military persons gave food to everybody to eat. Locals helped us,"" a tourist, Sanjay Suri, said. Nearly 100 vehicles were struck as slush and the debris blocked the road nearly 15 kilometres off Gangtok after heavy rain. Gangtok is located in the Himalayans at an altitude of nearly 5,600 feet. Military personnel and locals aided the visitors, who slept either in cars or a nearby temple. The Border Roads Organisation (BRO) has started the clearing operations to make the road commutable for the travelers to leave for their destination. (2nd link) Around 600 tourists returning to Gangtok from Chhangu Lake, Baba Mandir and Nathu-la were stranded at 5th Mile, 15km from Gangtok, following a landslide on Jawaharlal Nehru Marg on Saturday evening, official sources said. ""Around 5pm, when t","15 Km From Gangtok, Himalayans",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,4908.0,India,IN,Sikkim,30700.0,Gangtok,10.78558,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.708,27.3721,4908,2013-06-08,1307.8,51.43,218.4,30.5,33.8,35.7,1.25
