latitude,longitude,elevation,slope,aspect,clay_percent,sand_percent,silt_percent,bulk_density,rain_event_day_mm,rain_3d_sum_mm,rain_7d_sum_mm,target
27.0713,88.4308,1351.9,46.71,111.4,30.8,33.3,35.9,1.2,13.1,64.3,83.5,1
27.4885,88.4451,2446.8,41.07,280.1,36.2,21.0,42.8,1.2,1.4582004257573689,0.6183192646093194,1.3558680595848944,0
26.5413,88.7196,85.0,1.8,56.4,23.0,45.0,33.0,1.2,11.8,24.8,129.0,0
27.059,88.4694,1421.9,49.92,257.0,31.1,32.5,36.4,1.2,19.4,43.0,102.6,1
25.5098,93.8794,922.1,43.53,111.4,29.9,34.1,35.9,1.2,1.126798558386715,2.7075447011767806,0.32994913847854956,0
26.6528,92.7926,68.0,1.9,144.1,22.5,45.0,33.0,1.2,6.8,12.2,50.1,0
26.5413,88.7196,85.0,1.8,7.3,23.0,45.0,33.0,1.2,15.6,40.1,76.2,0
26.0207,89.9744,38.0,1.5,73.8,24.0,45.0,33.0,1.2,37.1,140.8,178.1,0
24.416,94.0984,1064.5,40.29,223.3,31.0,31.9,37.0,1.2,0.19500387560310178,2.711041813993816,7.38827546853713,0
26.7271,88.3953,120.0,2.4,154.6,21.5,45.0,33.0,1.2,31.6,65.5,137.8,0
26.1445,91.7362,55.0,2.1,249.6,22.0,45.0,33.0,1.2,40.2,310.6,429.5,0
26.3463,92.6841,62.0,1.6,256.2,22.0,45.0,33.0,1.2,4.4,48.6,66.2,0
26.7271,88.3953,120.0,2.4,1.2,21.5,45.0,33.0,1.2,1.3,94.0,317.8,0
26.3212,91.0065,48.0,1.7,90.0,23.5,45.0,33.0,1.2,55.8,142.1,184.5,0
27.1034,93.6885,1046.1,48.17,290.9,28.7,35.5,35.8,1.2,1.2882416014195637,3.3797861092071093,7.228528568638093,0
26.7271,88.3953,120.0,2.4,174.6,21.5,45.0,33.0,1.2,0.7,37.8,118.5,0
26.6528,92.7926,68.0,1.9,148.1,22.5,45.0,33.0,1.2,30.3,76.6,182.1,0
26.6528,92.7926,68.0,1.9,308.6,22.5,45.0,33.0,1.2,44.4,131.2,187.7,0
24.954,94.2156,969.1,47.82,256.7,30.3,33.4,36.3,1.2,15.8,108.3,199.3,1
26.0207,89.9744,38.0,1.5,155.3,24.0,45.0,33.0,1.2,103.1,181.2,272.0,0
27.4728,94.912,108.0,1.8,269.1,21.0,45.0,33.0,1.2,5.8,16.599999999999998,29.2,0
25.5007,93.9854,878.2,47.73,110.2,29.6,34.8,35.6,1.2,0.5903096135427139,2.1157842126166138,2.7987982679742816,0
26.4205,94.9731,1065.0,40.83,58.6,35.0,23.7,41.3,1.2,19.2,41.1,102.0,1
23.7348,92.7187,2063.1,37.78,251.0,38.7,16.6,44.7,1.2,0.8844895575178559,0.15343380604149237,5.824460698418578,0
27.4728,94.912,108.0,1.8,94.1,21.0,45.0,33.0,1.2,9.3,33.7,106.5,0
27.0605,88.255,2748.2,47.97,178.8,37.7,17.6,44.7,1.2,0.10088839544666162,3.6757763726334263,4.483825111962909,0
23.9939,94.0573,2032.8,37.11,142.1,38.5,17.0,44.5,1.2,16.4,431.4,657.3,1
26.7324,88.4089,1957.0,52.0,161.0,33.8,26.5,39.7,1.2,15.2,44.9,280.2,1
23.9304,88.2374,2408.2,48.07,351.2,36.0,21.4,42.6,1.2,35.9,63.3,133.7,1
26.1001,91.6849,835.7,33.13,157.4,33.0,28.3,38.7,1.2,37.1,140.8,178.1,1
25.8143,90.5763,802.6,36.15,145.7,34.4,30.1,35.5,1.2,0.8854133828526061,2.4421090164749715,6.129653404634296,0
26.1445,91.7362,55.0,2.1,85.4,22.0,45.0,33.0,1.2,172.7,240.5,639.2,0
28.4659,95.86,1977.2,49.33,165.5,33.4,25.6,41.0,1.2,9.2,88.2,130.1,1
25.3056,93.1265,1287.7,28.73,321.6,40.4,15.2,44.3,1.2,0.7315055080144459,0.7898839097566217,2.459811040148928,0
27.3425,88.6236,1504.3,43.22,6.8,31.5,31.6,36.9,1.2,26.5,165.1,467.6,1
26.3463,92.6841,62.0,1.6,186.5,22.0,45.0,33.0,1.2,7.7,70.5,457.9,0
26.1965,91.763,832.5,40.16,49.3,33.0,28.4,38.7,1.2,0.27578111287877377,3.739242766086023,1.77051374197222,0
22.7176,92.8416,2096.5,47.31,215.9,39.0,16.1,45.0,1.2,0.4947075487349691,2.591545549319691,1.4251903819100056,0
26.6528,92.7926,68.0,1.9,269.6,22.5,45.0,33.0,1.2,4.8,31.4,75.7,0
25.5498,92.0757,1048.2,37.84,9.8,36.2,26.1,37.7,1.2,0.5920202081264514,0.5670202419085384,7.566328771174035,0
25.616,94.1167,802.4,35.91,228.1,32.7,29.0,38.4,1.2,27.7,44.4,100.7,1
25.4993,94.1192,858.1,37.52,86.3,33.2,27.8,39.0,1.2,26.6,93.7,220.3,1
27.0875,88.6556,1817.7,45.46,301.9,33.1,28.1,38.9,1.2,18.7,107.6,226.6,1
27.163,94.0,959.8,45.65,253.2,28.3,36.4,35.3,1.2,10.8,29.6,153.1,1
27.0765,88.4808,2405.1,45.09,135.1,36.0,21.4,42.5,1.2,7.0,16.9,69.6,1
26.5413,88.7196,85.0,1.8,218.3,23.0,45.0,33.0,1.2,6.2,14.2,136.20000000000002,0
26.8836,88.2791,2663.0,36.26,320.9,37.3,18.5,44.1,1.2,177.4,211.0,279.5,1
26.0207,89.9744,38.0,1.5,132.5,24.0,45.0,33.0,1.2,26.6,70.6,258.1,0
27.5161,88.5575,2550.3,50.6,246.4,36.8,19.8,43.4,1.2,0.4,6.6000000000000005,77.3,1
25.4196,94.1054,1085.0,36.24,23.4,35.2,23.3,41.5,1.2,29.0,46.5,129.5,1
27.4728,94.912,108.0,1.8,0.2,21.0,45.0,33.0,1.2,17.9,23.299999999999997,147.9,0
27.2319,88.497,2589.2,44.88,247.3,36.9,19.4,43.7,1.2,0.19138475489635026,1.851234948686971,4.618244977606375,0
26.8992,88.1667,1725.1,36.85,83.8,32.6,29.1,38.3,1.2,111.4,163.6,392.4,1
24.8286,93.5935,1638.4,47.76,203.2,35.4,23.1,41.4,1.2,1.1557143768799805,3.191278703509424,7.15752260832548,0
27.0771,88.482,1298.2,46.84,2.2,30.5,33.9,35.6,1.2,16.5,42.0,127.4,1
26.3463,92.6841,62.0,1.6,217.3,22.0,45.0,33.0,1.2,43.3,96.2,543.0,0
24.8628,94.4182,1417.4,39.55,161.1,33.7,26.5,39.7,1.2,0.8372798142798221,0.2228401541951195,5.097994050012379,0
26.0207,89.9744,38.0,1.5,313.6,24.0,45.0,33.0,1.2,63.1,131.9,203.0,0
27.6558,88.605,1218.2,50.93,36.4,30.1,34.8,35.1,1.2,0.5961910520169281,2.7416808221264946,0.010739302157991126,0
25.5125,93.3613,518.1,40.8,144.7,30.2,34.6,35.2,1.2,1.4752620905904048,1.9087426941490895,0.9944602439523891,0
26.1978,91.7665,1339.0,41.88,285.6,37.5,18.2,44.3,1.2,1.305831375020017,3.156110074245948,4.4599198792266375,0
25.0604,93.9877,1657.8,47.46,203.8,35.6,22.8,41.6,1.2,1.2946132048736247,3.2521997545403925,3.958864214814005,0
26.7271,88.3953,120.0,2.4,328.9,21.5,45.0,33.0,1.2,4.5,39.4,172.9,0
26.5413,88.7196,85.0,1.8,313.9,23.0,45.0,33.0,1.2,15.3,24.4,41.7,0
25.0672,93.4093,1232.4,41.2,101.3,36.5,20.4,43.1,1.2,0.1263435098359429,2.9207226634308,5.044455193595796,0
26.8826,88.2788,2223.9,37.49,95.0,35.1,23.5,41.4,1.2,19.1,28.200000000000003,78.10000000000001,1
27.8965,96.1779,1912.4,49.97,164.2,33.1,26.3,40.6,1.2,53.6,131.3,263.3,1
26.7225,95.0281,510.1,38.77,108.4,30.1,34.8,35.1,1.2,1.1125032914642836,3.207104799822939,5.900530118700766,0
27.05374234,88.42572376,1762.6,50.49,264.7,32.8,28.7,38.5,1.2,140.2,167.39999999999998,390.0,1
24.9829,93.5063,1004.4,32.8,272.2,34.5,24.9,40.6,1.2,3.7,6.7,85.39999999999999,1
24.819,94.3551,1328.1,47.96,122.6,33.1,27.9,39.1,1.2,63.1,160.0,312.2,1
27.1344,88.4575,1846.7,50.24,158.6,33.2,27.7,39.0,1.2,0.7055018119955052,2.337375833485748,6.558340794821399,0
25.4192,94.108,1348.5,33.46,33.9,37.5,18.0,44.4,1.2,1.4690830834853847,2.2530739113461644,5.381287963909587,0
26.1985,91.7998,885.8,41.15,195.4,33.4,27.3,39.3,1.2,1.2720003866274916,3.3471127601964814,2.2912150446720245,0
25.51614662,94.2341227,1266.5,39.5,30.7,36.8,19.7,43.5,1.2,16.1,51.8,134.3,1
26.8712,88.3052,2188.3,51.98,130.2,34.9,23.9,41.2,1.2,9.6,100.1,333.7,1
26.3463,92.6841,62.0,1.6,55.6,22.0,45.0,33.0,1.2,17.9,65.1,109.4,0
27.1614,93.7525,2111.3,40.63,132.2,34.1,24.2,41.7,1.2,0.9599250495853373,1.3418019928729557,5.885742754182131,0
25.7713,93.8067,1111.9,39.05,132.5,35.4,22.8,41.8,1.2,26.6,70.6,258.1,1
25.83,94.13,694.3,30.6,331.8,31.7,31.1,37.2,1.2,0.5980601672684331,0.7501128427715869,6.018327947020451,0
26.6528,92.7926,68.0,1.9,83.9,22.5,45.0,33.0,1.2,29.1,52.3,132.3,0
25.2269,93.1658,1036.3,29.43,312.1,38.0,20.3,41.7,1.2,0.32652412198708797,0.47058102965799264,5.704551150552458,0
26.7271,88.3953,120.0,2.4,178.7,21.5,45.0,33.0,1.2,76.1,198.3,402.7,0
26.284,94.5808,1351.2,33.33,178.0,37.6,18.0,44.5,1.2,0.09791562598199854,0.09908131033771506,4.792532439104549,0
27.174,95.8011,2614.5,34.86,322.3,36.6,18.9,44.5,1.2,0.8651225082412535,2.5582883103813354,7.313287458540117,0
24.3069,93.125,1966.6,43.75,320.3,38.0,18.1,44.0,1.2,1.4390785799982821,0.4879342043413484,2.4987935035500897,0
27.2879,88.2579,2008.7,38.61,126.2,34.0,25.9,40.1,1.2,19.6,48.5,173.1,1
24.8961,93.4957,1368.9,46.04,231.8,33.4,27.2,39.4,1.2,4.4,13.1,129.5,1
25.5114,90.215,1170.1,33.48,13.7,37.1,24.1,38.8,1.2,0.114580766824042,3.167067164753103,6.047573362835127,0
25.1718,93.123,1348.9,32.47,216.0,41.0,15.0,44.0,1.2,7.3,20.5,123.1,1
26.5413,88.7196,85.0,1.8,264.7,23.0,45.0,33.0,1.2,140.2,167.39999999999998,390.0,0
26.6528,92.7926,68.0,1.9,123.8,22.5,45.0,33.0,1.2,51.3,80.0,89.0,0
24.7543,93.5039,1704.5,34.35,169.0,36.0,22.1,42.0,1.2,0.9896042467642543,1.7936140817652633,6.180573487594303,0
26.1445,91.7362,55.0,2.1,272.2,22.0,45.0,33.0,1.2,3.7,6.7,85.39999999999999,0
24.9849,92.8411,1221.1,39.45,64.8,36.4,20.6,43.0,1.2,1.164934440590395,0.935307231916509,6.492601454074431,0
25.5242,92.9914,1012.2,41.03,275.2,37.8,20.8,41.4,1.2,44.6,125.2,150.6,1
24.9926,93.4946,1057.2,28.62,58.3,35.0,23.9,41.2,1.2,4.4,166.1,566.7,1
26.159,91.8178,811.6,40.35,336.5,32.8,28.8,38.5,1.2,55.8,142.1,184.5,1
26.3463,92.6841,62.0,1.6,226.0,22.0,45.0,33.0,1.2,37.2,152.0,171.4,0
23.75406693,92.74128531,1507.7,32.21,235.6,34.4,25.1,40.4,1.2,1.05087304148037,2.1545451900824486,7.406885803705109,0
27.6163,88.6586,1886.9,51.71,159.5,33.4,27.3,39.3,1.2,15.1,81.10000000000001,199.6,1
24.6005,92.3814,850.0,40.6,158.0,33.1,28.0,38.9,1.2,3.1,19.9,173.2,1
24.7679,93.4108,1065.5,41.9,94.6,35.0,23.7,41.3,1.2,0.6744559436388129,1.5783651848149076,1.8809581337636585,0
26.1445,91.7362,55.0,2.1,180.1,22.0,45.0,33.0,1.2,16.6,97.0,175.9,0
27.4728,94.912,108.0,1.8,312.1,21.0,45.0,33.0,1.2,8.1,23.5,168.29999999999998,0
26.3212,91.0065,48.0,1.7,275.2,23.5,45.0,33.0,1.2,44.6,125.2,150.6,0
23.5397,93.3783,1296.9,41.7,229.8,32.8,28.4,38.8,1.2,0.5835161085693847,0.6651477117956723,4.502310225524467,0
26.3212,91.0065,48.0,1.7,145.7,23.5,45.0,33.0,1.2,4.7,96.5,155.5,0
26.0977,94.7499,886.6,26.42,159.5,33.4,27.3,39.3,1.2,0.9199618981451276,3.283528021119804,4.036668994368069,0
26.3212,91.0065,48.0,1.7,319.9,23.5,45.0,33.0,1.2,11.2,37.8,89.3,0
25.9702,91.8587,1423.0,34.93,130.0,38.9,20.0,41.1,1.2,0.0,0.6,11.0,1
26.3212,91.0065,48.0,1.7,164.2,23.5,45.0,33.0,1.2,86.2,130.5,216.0,0
23.8447,93.0514,1447.0,37.08,233.9,34.0,26.0,40.0,1.2,15.3,32.7,105.0,1
27.1675,88.3651,1364.5,46.51,3.7,30.8,33.1,36.0,1.2,70.3,228.7,357.4,1
26.1445,91.7362,55.0,2.1,108.4,22.0,45.0,33.0,1.2,8.2,31.9,116.7,0
24.5308,92.5121,621.3,39.23,40.9,31.1,32.6,36.3,1.2,1.4078175418880767,2.146684016710366,5.354186309182685,0
26.1314,91.7548,1158.5,36.38,134.3,35.9,21.8,42.3,1.2,55.8,142.1,184.5,1
26.3212,91.0065,48.0,1.7,243.6,23.5,45.0,33.0,1.2,31.2,40.5,117.3,0
26.7271,88.3953,120.0,2.4,30.0,21.5,45.0,33.0,1.2,19.8,166.79999999999998,281.3,0
27.8776,94.25,1424.5,51.97,262.5,30.6,31.5,37.9,1.2,11.5,57.599999999999994,128.4,1
26.1445,91.7362,55.0,2.1,301.9,22.0,45.0,33.0,1.2,18.7,107.6,226.6,0
26.1445,91.7362,55.0,2.1,312.3,22.0,45.0,33.0,1.2,3.0,19.1,53.5,0
27.2644,88.1365,2692.1,45.54,141.6,37.5,18.2,44.3,1.2,34.8,151.4,425.1,1
25.3433,92.2897,1054.6,42.22,226.0,36.2,26.0,37.8,1.2,37.2,152.0,171.4,1
24.8142,93.5444,2065.7,37.06,179.1,38.7,16.5,44.7,1.2,0.3234188470046686,2.337124604806748,3.714656009008003,0
27.0875,88.4572,2429.5,48.35,135.7,36.1,21.2,42.7,1.2,0.0,3.0,36.9,1
26.5413,88.7196,85.0,1.8,144.9,23.0,45.0,33.0,1.2,37.1,146.0,426.0,0
23.9304,88.2374,2408.2,48.07,351.2,36.0,21.4,42.6,1.2,1.290962379736336,1.9805074505082758,3.5236196624424787,0
26.8096,88.526,1822.3,44.32,14.0,33.1,28.0,38.9,1.2,0.9016737253879422,2.251448523631444,5.379891631634808,0
27.4728,94.912,108.0,1.8,205.2,21.0,45.0,33.0,1.2,14.4,59.0,102.0,0
27.0599,88.4674,1207.4,50.91,324.2,30.0,34.9,35.0,1.2,0.6203232002158128,2.869577011271174,0.28454834624365155,0
24.042,92.6724,1075.9,34.11,223.6,31.1,31.8,37.1,1.2,0.8230763230320284,0.988999552310815,4.043197787302038,0
27.1344,88.4575,1846.7,50.24,158.6,33.2,27.7,39.0,1.2,43.3,96.2,543.0,1
23.73478778,92.72124394,1264.0,41.04,120.8,32.6,28.9,38.6,1.2,28.3,87.2,99.8,1
26.7223,95.0243,1640.9,40.36,23.3,35.5,23.1,41.5,1.2,0.755405065275639,3.3296196504795272,1.61461045765527,0
27.1954,88.6115,2104.9,51.94,56.4,34.5,24.8,40.7,1.2,11.8,24.8,129.0,1
25.2946,92.8339,1022.4,41.46,311.6,37.9,20.6,41.6,1.2,1.0007452959846173,2.4083489337668462,3.003996293456611,0
27.0678,88.456,2777.4,51.17,359.5,37.9,17.3,44.9,1.2,1.0176926950386136,2.898466996380525,1.8518402708234092,0
26.3212,91.0065,48.0,1.7,299.6,23.5,45.0,33.0,1.2,121.0,246.8,368.1,0
26.8861,88.1704,2335.9,35.49,313.6,35.7,22.2,42.1,1.2,63.1,131.9,203.0,1
26.8727,94.9275,509.0,41.72,180.4,30.1,34.8,35.1,1.2,0.36352944839672674,1.382851478042312,7.530364971401868,0
26.5413,88.7196,85.0,1.8,280.1,23.0,45.0,33.0,1.2,66.3,96.6,137.0,0
25.583,91.893,1310.2,45.86,54.3,38.1,21.8,40.1,1.2,50.4,157.3,224.5,1
26.7271,88.3953,120.0,2.4,58.6,21.5,45.0,33.0,1.2,19.2,41.1,102.0,0
26.1964,91.7652,622.1,41.3,328.9,31.1,32.6,36.4,1.2,1.3342125009361474,1.9428259655608433,3.670347759891322,0
27.36,93.0385,2115.8,46.35,24.3,34.1,24.2,41.8,1.2,0.7980066847568388,0.0819529867718054,6.010422272596281,0
26.8073,88.3162,2649.8,37.14,176.6,37.2,18.7,44.1,1.2,18.7,33.8,81.89999999999999,1
25.5265,93.8673,603.8,40.7,40.2,30.9,32.9,36.2,1.2,1.1902711200266123,3.4213825343115585,5.981827086529987,0
26.3212,91.0065,48.0,1.7,28.5,23.5,45.0,33.0,1.2,4.0,10.2,100.8,0
26.1844,91.7896,1146.9,30.03,277.9,35.8,22.1,42.2,1.2,0.9629887050115993,1.9380700585880382,7.517992863785204,0
27.478,88.527,2513.5,34.19,353.6,36.6,20.2,43.2,1.2,34.5,101.7,253.9,1
28.611,94.9829,2622.3,36.17,142.4,36.6,18.8,44.6,1.2,43.9,85.1,161.7,1
26.7271,88.3953,120.0,2.4,229.8,21.5,45.0,33.0,1.2,3.1,29.2,62.3,0
27.6558,88.605,1218.2,50.93,36.4,30.1,34.8,35.1,1.2,28.5,87.3,317.0,1
27.1748,88.6458,1774.4,41.92,84.9,32.9,28.5,38.6,1.2,3.5,6.8,111.3,1
28.3036,95.4112,1802.1,50.41,162.0,32.5,27.5,40.0,1.2,37.9,113.5,558.0,1
26.7271,88.3953,120.0,2.4,23.3,21.5,45.0,33.0,1.2,36.6,62.3,119.6,0
24.4265,94.1913,995.7,47.86,41.4,30.5,33.0,36.5,1.2,16.6,220.1,460.9,1
27.3773,88.559,2357.5,51.99,314.0,35.8,22.0,42.2,1.2,53.9,126.7,317.0,1
26.1445,91.7362,55.0,2.1,176.6,22.0,45.0,33.0,1.2,18.7,33.8,81.89999999999999,0
26.0977,94.7031,1147.5,39.2,313.9,35.8,22.1,42.2,1.2,15.3,24.4,41.7,1
26.7271,88.3953,120.0,2.4,23.8,21.5,45.0,33.0,1.2,17.3,304.90000000000003,508.4,0
22.533,92.899,1482.5,46.07,126.9,34.3,25.5,40.3,1.2,0.8,4.300000000000001,58.0,1
25.38,91.88,805.2,45.14,289.8,34.4,30.1,35.5,1.2,1.3752336421608498,2.219760323931384,3.9770168329696576,0
26.1147,94.3864,944.7,32.06,89.8,34.0,26.1,39.9,1.2,15.5,60.5,123.5,1
23.73504471,92.71060943,1841.2,35.78,352.8,37.0,20.0,43.0,1.2,1.0163905327090728,1.8232002030460173,6.231769410695446,0
23.3572,92.7878,2049.5,37.73,214.6,38.6,16.8,44.6,1.2,7.6,21.8,114.2,1
26.1445,91.7362,55.0,2.1,115.2,22.0,45.0,33.0,1.2,21.8,88.60000000000001,200.3,0
26.3463,92.6841,62.0,1.6,30.7,22.0,45.0,33.0,1.2,16.1,51.8,134.3,0
26.7215,95.0283,1193.5,38.51,207.7,36.2,21.1,42.7,1.2,0.5078900142100973,3.8186093321395873,1.714384815958529,0
25.1333,93.9667,1699.2,31.17,240.9,35.9,22.2,41.9,1.2,0.8489572222088753,1.3276828384780992,6.286153898934167,0
26.5413,88.7196,85.0,1.8,177.1,23.0,45.0,33.0,1.2,21.4,52.6,131.3,0
27.3702,88.7334,2255.2,47.12,95.7,35.3,23.1,41.6,1.2,16.7,44.9,152.4,1
26.8572,88.3143,1223.3,51.49,36.5,30.1,34.7,35.1,1.2,0.7828092651388583,1.9114561608907725,3.6309841596769683,0
26.3212,91.0065,48.0,1.7,359.5,23.5,45.0,33.0,1.2,19.9,55.8,111.5,0
24.6005,92.3814,850.0,40.6,158.0,33.1,28.0,38.9,1.2,1.3257182095222513,0.3367136820542731,1.9345874711374194,0
26.84850975,88.26181745,2113.8,34.1,308.6,34.6,24.7,40.7,1.2,27.4,50.6,89.5,1
26.6528,92.7926,68.0,1.9,29.4,22.5,45.0,33.0,1.2,35.3,132.0,251.3,0
27.1249,93.7706,2348.7,40.51,209.0,35.2,21.7,43.0,1.2,0.1669881075645565,1.424562322831855,5.599394623056731,0
26.5413,88.7196,85.0,1.8,47.4,23.0,45.0,33.0,1.2,19.1,92.1,135.0,0
26.1498,94.6055,724.3,39.13,333.0,32.0,30.5,37.5,1.2,0.19015333972468368,1.5842007040877455,7.341925305291658,0
26.6528,92.7926,68.0,1.9,16.1,22.5,45.0,33.0,1.2,137.1,178.2,234.5,0
25.38,91.88,805.2,45.14,289.8,34.4,30.1,35.5,1.2,72.1,203.5,423.0,1
27.8458,95.2253,1390.9,43.41,333.8,30.5,31.8,37.7,1.2,1.2097526332690964,0.7532408380771272,0.6966761282747012,0
25.0951,92.3567,846.5,41.89,39.2,34.7,29.4,35.9,1.2,0.40363818776888694,3.562690500474332,0.2419603687581171,0
26.3212,91.0065,48.0,1.7,235.6,23.5,45.0,33.0,1.2,14.2,23.6,55.9,0
25.2193,90.5549,1401.6,44.65,21.3,38.7,20.3,40.9,1.2,58.0,140.8,202.9,1
25.5114,90.215,1170.1,33.48,13.7,37.1,24.1,38.8,1.2,24.4,57.2,326.3,1
26.1677,94.2442,1971.1,36.29,356.4,38.0,18.0,44.0,1.2,1.0378990833690032,1.1640433605056963,5.03458055574395,0
27.4728,94.912,108.0,1.8,157.4,21.0,45.0,33.0,1.2,37.1,140.8,178.1,0
26.3463,92.6841,62.0,1.6,142.1,22.0,45.0,33.0,1.2,0.0,137.3,327.90000000000003,0
25.6269,94.1139,1373.6,32.85,322.9,37.8,17.5,44.7,1.2,12.0,37.0,96.8,1
26.5413,88.7196,85.0,1.8,27.7,23.0,45.0,33.0,1.2,25.3,66.4,73.60000000000001,0
24.4072,94.0644,1534.1,43.01,92.3,34.6,24.7,40.6,1.2,33.3,252.8,415.6,1
27.4728,94.912,108.0,1.8,252.3,21.0,45.0,33.0,1.2,12.4,57.1,185.9,0
26.1445,91.7362,55.0,2.1,130.2,22.0,45.0,33.0,1.2,59.4,173.5,255.2,0
26.7271,88.3953,120.0,2.4,267.5,21.5,45.0,33.0,1.2,36.8,85.6,145.6,0
26.8342,88.2798,1366.3,48.62,291.7,30.8,33.1,36.0,1.2,0.8287184262626948,3.516683605103893,2.67089051253269,0
26.3212,91.0065,48.0,1.7,353.3,23.5,45.0,33.0,1.2,53.9,126.7,317.0,0
27.4728,94.912,108.0,1.8,311.6,21.0,45.0,33.0,1.2,77.9,136.9,168.6,0
26.3212,91.0065,48.0,1.7,267.3,23.5,45.0,33.0,1.2,1.4,17.400000000000002,76.60000000000001,0
26.7271,88.3953,120.0,2.4,150.2,21.5,45.0,33.0,1.2,0.0,0.0,0.1,0
27.1695,88.3664,2300.5,48.83,276.8,35.5,22.6,41.9,1.2,2.1,136.2,275.6,1
27.322,88.6087,2243.0,41.33,23.5,35.2,23.3,41.5,1.2,0.6030400530847893,1.363505038531013,2.351759179775831,0
26.6528,92.7926,68.0,1.9,159.5,22.5,45.0,33.0,1.2,19.0,44.8,320.3,0
25.5498,92.0757,1048.2,37.84,9.8,36.2,26.1,37.7,1.2,12.2,32.6,91.6,1
26.6528,92.7926,68.0,1.9,199.9,22.5,45.0,33.0,1.2,57.9,174.7,358.7,0
26.149,91.7351,505.0,30.04,36.2,30.0,34.9,35.1,1.2,46.1,90.4,155.3,1
26.6528,92.7926,68.0,1.9,314.1,22.5,45.0,33.0,1.2,9.3,30.0,77.5,0
27.0605,88.255,2748.2,47.97,178.8,37.7,17.6,44.7,1.2,61.8,98.2,167.2,1
27.3746,88.7648,1213.0,44.25,252.3,30.1,34.9,35.1,1.2,12.4,57.1,185.9,1
23.72988966,92.71495623,1207.7,33.17,83.3,32.1,29.7,38.1,1.2,14.2,23.6,55.9,1
24.9829,93.5063,1004.4,32.8,272.2,34.5,24.9,40.6,1.2,0.18294035270175807,3.572506879988726,5.158233047409436,0
26.1226,91.7162,842.0,27.57,337.7,33.0,28.2,38.8,1.2,1.1855739533892198,0.2495062547590461,0.8728395702571401,0
26.0207,89.9744,38.0,1.5,301.3,24.0,45.0,33.0,1.2,14.3,32.4,101.2,0
26.0101,94.5282,1344.7,46.62,87.1,33.2,27.6,39.2,1.2,0.2599662480865937,0.8497324889484679,5.976235847944113,0
26.4205,94.9731,1065.0,40.83,58.6,35.0,23.7,41.3,1.2,0.6899677766770305,0.7088244707040152,3.7326789929754325,0
26.2753,94.6654,996.4,29.98,271.9,34.4,25.1,40.5,1.2,5.0,78.1,135.5,1
26.3463,92.6841,62.0,1.6,159.5,22.0,45.0,33.0,1.2,15.1,81.10000000000001,199.6,0
26.1699,94.4922,1140.1,40.06,81.4,31.6,30.8,37.6,1.2,10.2,37.1,140.4,1
26.3212,91.0065,48.0,1.7,350.1,23.5,45.0,33.0,1.2,18.3,139.5,231.6,0
26.7914,88.363,1546.4,35.5,295.8,31.7,31.1,37.2,1.2,1.1786985205557745,2.546452405430533,5.941029517778891,0
26.1445,91.7362,55.0,2.1,172.3,22.0,45.0,33.0,1.2,21.6,69.4,97.8,0
27.478,88.527,2513.5,34.19,353.6,36.6,20.2,43.2,1.2,0.6583330139056304,0.9097184396242577,1.9715399317289535,0
24.7016,93.5291,1487.5,35.53,91.0,34.3,25.4,40.3,1.2,0.8011605386483422,0.7132337988902542,5.291456365751472,0
24.7979,92.9974,1336.7,41.87,69.5,37.4,18.3,44.3,1.2,37.5,140.6,387.2999999999999,1
25.6263,94.1057,1102.7,46.75,80.4,31.3,31.3,37.3,1.2,39.7,65.8,97.4,1
27.4459,88.6193,1707.6,41.04,83.4,32.5,29.3,38.2,1.2,7.5,40.9,155.6,1
24.1988,94.1016,1778.9,34.97,315.1,36.5,20.9,42.5,1.2,17.3,304.90000000000003,508.4,1
26.5413,88.7196,85.0,1.8,256.7,23.0,45.0,33.0,1.2,15.8,108.3,199.3,0
27.0875,88.4572,2429.5,48.35,135.7,36.1,21.2,42.7,1.2,0.598068501741696,0.7819685291316358,2.688919591699106,0
26.3212,91.0065,48.0,1.7,104.0,23.5,45.0,33.0,1.2,24.4,83.6,202.3,0
26.0207,89.9744,38.0,1.5,124.3,24.0,45.0,33.0,1.2,30.7,124.4,243.5,0
26.3463,92.6841,62.0,1.6,353.6,22.0,45.0,33.0,1.2,34.5,101.7,253.9,0
27.4728,94.912,108.0,1.8,46.1,21.0,45.0,33.0,1.2,8.6,31.0,51.6,0
25.7238,89.9032,1100.2,38.56,227.5,36.5,25.3,38.2,1.2,0.1301916168712588,3.1349153911161065,1.3542007721243667,0
28.0791,96.5242,998.3,51.96,146.0,28.5,36.0,35.5,1.2,24.9,192.4,253.9,1
25.5212,90.232,1428.9,45.89,130.2,38.9,19.9,41.2,1.2,1.4312809106763043,0.8288885609778194,6.429268488054314,0
23.7365,92.7146,864.2,33.13,109.8,29.5,35.0,35.5,1.2,17.2,69.0,145.2,1
27.5799,91.8569,1822.2,36.91,126.4,32.6,27.3,40.1,1.2,0.07360284661126909,3.032453058482963,4.136720554357483,0
27.3341,88.6083,2537.5,48.17,318.1,36.7,20.0,43.4,1.2,1.18071674606898,2.8451467496668754,3.086214222820444,0
26.7103,94.693,1248.2,34.79,353.9,36.7,20.0,43.3,1.2,1.3582957018904949,2.892965500683897,0.9742619681079443,0
26.1965,91.763,832.5,40.16,49.3,33.0,28.4,38.7,1.2,50.4,105.5,183.3,1
